id,label
0,108
1,108
2,108
3,108
4,109
5,109
6,109
7,110
8,110
9,110
10,110
11,110
12,58
13,58
14,58
15,58
16,58
17,58
18,58
19,58
20,58
21,59
22,59
23,24
24,24
25,90
26,78
27,78
28,78
29,79
30,79
31,79
32,79
33,79
34,79
35,80
36,19
37,19
38,19
39,22
40,19
41,19
42,19
43,19
44,19
45,20
46,20
47,20
48,102
49,102
50,102
51,102
52,103
53,103
54,103
55,103
56,104
57,104
58,104
59,24
60,24
61,26
62,57
63,58
64,58
65,58
66,58
67,58
68,58
69,59
70,59
71,59
72,51
73,51
74,99
75,100
76,100
77,52
78,52
79,52
80,52
81,52
82,52
83,52
84,67
85,33
86,132
87,132
88,132
89,132
90,133
91,133
92,133
93,133
94,134
95,134
96,24
97,24
98,25
99,26
100,123
101,124
102,124
103,124
104,125
105,125
106,48
107,48
108,48
109,49
110,49
111,49
112,49
113,49
114,49
115,23
116,50
117,50
118,50
119,86
120,72
121,72
122,72
123,72
124,73
125,73
126,74
127,74
128,24
129,25
130,26
131,75
132,75
133,76
134,76
135,77
136,77
137,77
138,77
139,77
140,54
141,54
142,54
143,54
144,54
145,55
146,55
147,55
148,55
149,55
150,55
151,55
152,55
153,56
154,56
155,56
156,105
157,105
158,105
159,106
160,106
161,106
162,106
163,106
164,107
165,107
166,107
167,107
168,25
169,26
170,84
171,84
172,85
173,85
174,85
175,85
176,86
177,18
178,18
179,18
180,27
181,18
182,18
183,19
184,19
185,19
186,18
187,18
188,19
189,19
190,19
191,19
192,19
193,19
194,20
195,20
196,20
197,20
198,114
199,57
200,57
201,103
202,59
203,59
204,24
205,66
206,26
207,26
208,84
209,84
210,85
211,85
212,85
213,85
214,85
215,49
216,42
217,43
218,43
219,44
220,44
221,66
222,66
223,67
224,67
225,67
226,68
227,68
228,68
229,68
230,57
231,57
232,58
233,58
234,58
235,58
236,58
237,59
238,59
239,51
240,51
241,51
242,52
243,52
244,52
245,52
246,52
247,52
248,53
249,53
250,53
251,25
252,84
253,84
254,85
255,85
256,85
257,85
258,85
259,85
260,82
261,86
262,48
263,48
264,48
265,49
266,50
267,119
268,100
269,100
270,100
271,100
272,101
273,101
274,123
275,124
276,124
277,124
278,125
279,125
280,115
281,116
282,69
283,69
284,129
285,130
286,130
287,130
288,130
289,130
290,130
291,130
292,131
293,131
294,131
295,131
296,121
297,121
298,121
299,121
300,121
301,121
302,121
303,121
304,121
305,121
306,132
307,132
308,132
309,132
310,132
311,132
312,133
313,34
314,134
315,134
316,6
317,18
318,18
319,18
320,18
321,19
322,19
323,20
324,20
325,20
326,26
327,81
328,85
329,85
330,86
331,86
332,46
333,83
334,25
335,25
336,26
337,84
338,85
339,85
340,85
341,85
342,86
343,86
344,54
345,54
346,54
347,55
348,55
349,55
350,55
351,55
352,55
353,56
354,56
355,56
356,56
357,39
358,72
359,112
360,112
361,112
362,40
363,41
364,41
365,41
366,41
367,51
368,51
369,51
370,52
371,52
372,52
373,100
374,100
375,100
376,100
377,100
378,53
379,101
380,101
381,123
382,124
383,124
384,124
385,125
386,125
387,125
388,125
389,81
390,85
391,85
392,86
393,86
394,18
395,18
396,18
397,18
398,19
399,19
400,19
401,19
402,19
403,19
404,19
405,31
406,31
407,31
408,31
409,19
410,19
411,19
412,19
413,78
414,78
415,78
416,79
417,79
418,79
419,80
420,80
421,92
422,17
423,17
424,17
425,17
426,26
427,26
428,101
429,72
430,72
431,72
432,72
433,73
434,73
435,73
436,73
437,73
438,73
439,74
440,9
441,9
442,2
443,2
444,2
445,2
446,2
447,108
448,108
449,108
450,108
451,108
452,108
453,108
454,108
455,108
456,108
457,108
458,108
459,108
460,108
461,108
462,108
463,108
464,108
465,108
466,108
467,108
468,108
469,108
470,108
471,108
472,108
473,108
474,108
475,108
476,108
477,108
478,108
479,108
480,108
481,108
482,108
483,108
484,108
485,108
486,108
487,109
488,109
489,110
490,108
491,108
492,108
493,108
494,108
495,108
496,108
497,109
498,109
499,109
500,110
501,42
502,42
503,43
504,44
505,44
506,44
507,51
508,51
509,51
510,52
511,52
512,52
513,52
514,52
515,52
516,100
517,53
518,53
519,67
520,67
521,67
522,87
523,87
524,88
525,88
526,85
527,85
528,85
529,85
530,45
531,45
532,44
533,47
534,68
535,68
536,57
537,57
538,57
539,58
540,58
541,58
542,58
543,58
544,58
545,59
546,59
547,59
548,18
549,18
550,18
551,19
552,19
553,19
554,19
555,19
556,19
557,19
558,19
559,19
560,19
561,19
562,78
563,78
564,78
565,78
566,78
567,78
568,91
569,91
570,91
571,78
572,78
573,78
574,79
575,79
576,79
577,79
578,92
579,80
580,80
581,67
582,67
583,87
584,87
585,88
586,88
587,85
588,85
589,88
590,88
591,129
592,129
593,129
594,130
595,130
596,130
597,130
598,130
599,130
600,130
601,130
602,130
603,131
604,131
605,131
606,131
607,52
608,52
609,52
610,52
611,52
612,52
613,52
614,52
615,52
616,53
617,53
618,53
619,132
620,132
621,132
622,133
623,133
624,103
625,103
626,103
627,133
628,103
629,103
630,104
631,104
632,64
633,57
634,69
635,69
636,69
637,70
638,71
639,71
640,111
641,111
642,112
643,112
644,112
645,112
646,113
647,113
648,113
649,113
650,113
651,99
652,99
653,99
654,100
655,33
656,34
657,34
658,34
659,34
660,34
661,34
662,35
663,35
664,35
665,42
666,42
667,43
668,44
669,44
670,15
671,15
672,15
673,15
674,22
675,22
676,49
677,49
678,50
679,50
680,84
681,84
682,85
683,102
684,102
685,102
686,102
687,102
688,103
689,103
690,103
691,104
692,104
693,104
694,24
695,24
696,25
697,26
698,75
699,75
700,75
701,76
702,77
703,102
704,103
705,103
706,103
707,103
708,104
709,104
710,104
711,104
712,48
713,48
714,49
715,49
716,49
717,49
718,104
719,25
720,50
721,50
722,102
723,102
724,102
725,103
726,103
727,103
728,103
729,103
730,104
731,104
732,104
733,58
734,58
735,58
736,59
737,59
738,59
739,78
740,78
741,78
742,79
743,79
744,79
745,128
746,128
747,128
748,69
749,69
750,69
751,70
752,71
753,71
754,71
755,71
756,114
757,111
758,112
759,112
760,112
761,112
762,112
763,104
764,113
765,66
766,67
767,60
768,60
769,60
770,61
771,62
772,62
773,48
774,48
775,48
776,49
777,49
778,49
779,49
780,50
781,50
782,50
783,111
784,111
785,112
786,46
787,66
788,67
789,25
790,25
791,68
792,111
793,43
794,43
795,44
796,66
797,67
