id,label
0,108
1,108
2,108
3,108
4,108
5,108
6,109
7,109
8,110
9,110
10,110
11,110
12,110
13,58
14,58
15,58
16,58
17,58
18,58
19,58
20,59
21,59
22,59
23,59
24,27
25,26
26,78
27,78
28,78
29,79
30,79
31,79
32,79
33,79
34,80
35,80
36,18
37,19
38,19
39,19
40,19
41,19
42,19
43,19
44,19
45,20
46,23
47,23
48,23
49,102
50,102
51,102
52,103
53,103
54,103
55,103
56,104
57,104
58,104
59,24
60,25
61,26
62,57
63,57
64,57
65,58
66,58
67,58
68,58
69,59
70,59
71,59
72,51
73,51
74,52
75,52
76,52
77,52
78,52
79,52
80,52
81,52
82,52
83,69
84,69
85,68
86,68
87,132
88,132
89,132
90,132
91,133
92,133
93,133
94,134
95,134
96,24
97,24
98,67
99,26
100,123
101,124
102,124
103,125
104,125
105,62
106,48
107,21
108,21
109,49
110,49
111,49
112,49
113,49
114,49
115,50
116,50
117,50
118,50
119,42
120,72
121,72
122,72
123,73
124,73
125,73
126,73
127,74
128,66
129,26
130,71
131,75
132,75
133,76
134,76
135,77
136,77
137,77
138,77
139,77
140,77
141,54
142,54
143,54
144,54
145,55
146,55
147,55
148,55
149,55
150,55
151,55
152,55
153,55
154,56
155,56
156,105
157,105
158,105
159,106
160,106
161,106
162,106
163,106
164,106
165,107
166,107
167,107
168,24
169,25
170,84
171,84
172,85
173,85
174,85
175,86
176,86
177,86
178,18
179,18
180,18
181,18
182,18
183,18
184,18
185,18
186,18
187,18
188,19
189,19
190,19
191,19
192,19
193,19
194,20
195,20
196,20
197,57
198,57
199,57
200,57
201,58
202,59
203,59
204,59
205,24
206,25
207,26
208,84
209,84
210,85
211,85
212,85
213,85
214,85
215,85
216,42
217,42
218,43
219,43
220,44
221,62
222,48
223,48
224,49
225,49
226,49
227,50
228,50
229,50
230,57
231,57
232,57
233,58
234,58
235,58
236,58
237,59
238,59
239,59
240,51
241,51
242,52
243,52
244,52
245,52
246,52
247,52
248,52
249,52
250,100
251,80
252,69
253,84
254,84
255,85
256,130
257,130
258,130
259,130
260,130
261,130
262,86
263,131
264,131
265,51
266,52
267,52
268,52
269,52
270,52
271,52
272,53
273,53
274,53
275,124
276,124
277,125
278,125
279,125
280,125
281,38
282,129
283,69
284,69
285,130
286,130
287,130
288,130
289,130
290,130
291,130
292,130
293,130
294,131
295,131
296,131
297,131
298,131
299,121
300,121
301,121
302,121
303,121
304,88
305,85
306,86
307,132
308,132
309,132
310,132
311,133
312,133
313,133
314,134
315,134
316,134
317,18
318,24
319,25
320,25
321,25
322,25
323,25
324,20
325,81
326,81
327,81
328,82
329,82
330,82
331,83
332,83
333,83
334,24
335,25
336,84
337,84
338,84
339,85
340,85
341,85
342,86
343,83
344,54
345,54
346,54
347,55
348,55
349,55
350,55
351,55
352,55
353,56
354,56
355,56
356,56
357,75
358,111
359,112
360,112
361,112
362,112
363,113
364,113
365,113
366,113
367,99
368,99
369,100
370,100
371,100
372,52
373,52
374,52
375,52
376,52
377,52
378,52
379,53
380,53
381,123
382,124
383,124
384,125
385,125
386,125
387,81
388,81
389,81
390,85
391,85
392,86
393,86
394,86
395,33
396,33
397,18
398,19
399,19
400,19
401,16
402,19
403,19
404,19
405,19
406,31
407,31
408,19
409,19
410,19
411,19
412,19
413,78
414,78
415,79
416,79
417,79
418,79
419,80
420,80
421,80
422,80
423,92
424,111
425,111
426,111
427,76
428,111
429,111
430,111
431,76
432,112
433,112
434,112
435,113
436,115
437,113
438,0
439,1
440,1
441,1
442,1
443,134
444,134
445,134
446,134
447,134
448,108
449,108
450,108
451,108
452,108
453,108
454,108
455,108
456,108
457,108
458,108
459,108
460,108
461,108
462,108
463,108
464,108
465,108
466,108
467,108
468,108
469,108
470,108
471,108
472,108
473,108
474,108
475,108
476,108
477,108
478,108
479,108
480,108
481,108
482,108
483,108
484,109
485,109
486,109
487,109
488,109
489,110
490,108
491,108
492,108
493,108
494,108
495,108
496,109
497,109
498,109
499,110
500,110
501,110
502,43
503,43
504,46
505,46
506,44
507,62
508,99
509,99
510,99
511,100
512,100
513,100
514,100
515,100
516,52
517,100
518,66
519,66
520,68
521,87
522,87
523,84
524,88
525,85
526,85
527,85
528,85
529,85
530,85
531,86
532,83
533,24
534,67
535,26
536,57
537,57
538,57
539,58
540,58
541,58
542,58
543,58
544,58
545,59
546,59
547,59
548,18
549,18
550,18
551,19
552,19
553,19
554,19
555,19
556,19
557,19
558,19
559,19
560,19
561,19
562,78
563,78
564,78
565,78
566,78
567,78
568,91
569,91
570,91
571,91
572,91
573,91
574,91
575,92
576,92
577,92
578,92
579,80
580,66
581,68
582,87
583,87
584,84
585,88
586,88
587,85
588,85
589,85
590,85
591,85
592,129
593,129
594,130
595,130
596,130
597,130
598,130
599,130
600,130
601,130
602,130
603,131
604,131
605,131
606,131
607,131
608,52
609,52
610,52
611,52
612,52
613,52
614,52
615,52
616,52
617,53
618,53
619,132
620,132
621,132
622,102
623,103
624,103
625,103
626,103
627,103
628,103
629,103
630,104
631,104
632,104
633,69
634,69
635,69
636,69
637,71
638,71
639,71
640,75
641,111
642,76
643,112
644,112
645,112
646,113
647,113
648,113
649,113
650,99
651,99
652,99
653,100
654,100
655,100
656,34
657,34
658,34
659,34
660,34
661,34
662,35
663,35
664,35
665,42
666,42
667,112
668,44
669,21
670,21
671,21
672,49
673,49
674,49
675,49
676,49
677,49
678,50
679,50
680,84
681,84
682,86
683,86
684,102
685,102
686,102
687,102
688,103
689,103
690,103
691,103
692,104
693,104
694,24
695,24
696,67
697,75
698,75
699,75
700,111
701,112
702,102
703,102
704,102
705,103
706,103
707,103
708,103
709,104
710,104
711,104
712,48
713,48
714,49
715,49
716,49
717,49
718,49
719,50
720,50
721,50
722,102
723,102
724,102
725,102
726,103
727,103
728,103
729,103
730,103
731,103
732,103
733,104
734,104
735,104
736,104
737,104
738,59
739,78
740,78
741,78
742,79
743,79
744,79
745,79
746,80
747,80
748,69
749,69
750,69
751,70
752,71
753,71
754,71
755,71
756,75
757,111
758,111
759,112
760,112
761,112
762,112
763,113
764,113
765,120
766,121
767,121
768,42
769,42
770,61
771,62
772,62
773,44
774,48
775,48
776,49
777,49
778,49
779,49
780,50
781,50
782,50
783,42
784,112
785,43
786,66
787,66
788,67
789,67
790,68
791,68
792,42
793,42
794,43
795,44
796,66
797,66
